sequence_name,hamming_distance,overlap_length,hamming_per_overlap,sampling_date_str,sampling_date,days_since_ref,overlap_coverage
IDN/10761001002/2020|2020-12-02,2,3544,5.64334085778781e-4,2020-12-02,2020-12-02,342,0.9272632129774987
RUS/Primorye_3612/2020|2020-10-29,2,3822,5.232862375719519e-4,2020-10-29,2020-10-29,308,1
MEX/SLP-5_1988/2021|2021-07-29,10,3816,0.002620545073375262,2021-07-29,2021-07-29,581,0.9984301412872841
BRA/HUMAP_263/2020|2020-12-08,1,3822,2.6164311878597594e-4,2020-12-08,2020-12-08,348,1
NLD/EMC-Delta-AY4.2/2021|2021-10-22,11,3816,0.002882599580712788,2021-10-22,2021-10-22,666,0.9984301412872841
NGA/CV3491/2021|2021-11-10,8,3816,0.0020964360587002098,2021-11-10,2021-11-10,685,0.9984301412872841
MEX/BCN-4_4262/2021|2021-12-07,8,3816,0.0020964360587002098,2021-12-07,2021-12-07,712,0.9984301412872841
PHL/PH-DDOPH-12-2/2021|2021-05-26,9,3717,0.002421307506053269,2021-05-26,2021-05-26,517,0.9725274725274725
UGA/MUWRP-KIR210533S/2021|2021-10-12,7,3816,0.0018343815513626835,2021-10-12,2021-10-12,656,0.9984301412872841
CHN/GDIPH-GDPCC-02/2020|2020-03-28,2,3799,5.264543300868649e-4,2020-03-28,2020-03-28,93,0.9939822082679226
IND/CWS_0120_56288220/2021|2021-06-14,8,3748,0.0021344717182497333,2021-06-14,2021-06-14,536,0.9806384092098378
NGA/CV1123/2021|2021-04-16,7,3813,0.0018358248098610018,2021-04-16,2021-04-16,477,0.9976452119309263
TZA/KIDH-02B06/2021|2021-03-30,9,3813,0.0023603461841070024,2021-03-30,2021-03-30,460,0.9976452119309263
ETH/S1/2021|2021-02-03,4,3822,0.0010465724751439038,2021-02-03,2021-02-03,405,1
Japan/SZ-NIG-21361/2021|2021-04-23,7,3813,0.0018358248098610018,2021-04-23,2021-04-23,484,0.9976452119309263
PRY/WOR12903A615_202103284_2-4710526/2020|2020-05-27,2,3822,5.232862375719519e-4,2020-05-27,2020-05-27,153,1
England/PLYM-2C6B353/2021|2021-11-29,11,3816,0.002882599580712788,2021-11-29,2021-11-29,704,0.9984301412872841
NGA/CV14-1/2020|2020-03-29,1,3822,2.6164311878597594e-4,2020-03-29,2020-03-29,94,1
CHN/6051/2021|2021-05-30,8,3816,0.0020964360587002098,2021-05-30,2021-05-30,521,0.9984301412872841
OV101429|2021-03-31,8,3813,0.002098085496984002,2021-03-31,2021-03-31,461,0.9976452119309263
CHN/WX-820/2020|2020-08-20,1,3822,2.6164311878597594e-4,2020-08-20,2020-08-20,238,1
EGY/Egypt-Army-Thirdwave-329/2021|2021-04-25,10,3821,0.0026171159382360636,2021-04-25,2021-04-25,486,0.999738356881214
NGA/BCVL-26007/2021|2021-06-30,8,3481,0.002298190175237001,2021-06-30,2021-06-30,552,0.9107796964939822
CHN/6245/2021|2021-06-05,9,3717,0.002421307506053269,2021-06-05,2021-06-05,527,0.9725274725274725
IND/KA-NIMH-SEQ-77/2021|2021-01-04,3,3822,7.849293563579278e-4,2021-01-04,2021-01-04,375,1
England/LIVE-A6A86/2020|2020-03-16,0,3701,0,2020-03-16,2020-03-16,81,0.968341182626897
OV102180|2021-09-02,8,3816,0.0020964360587002098,2021-09-02,2021-09-02,616,0.9984301412872841
OU471409|2020-11-27,4,3822,0.0010465724751439038,2020-11-27,2020-11-27,337,1
NGA/CV300/2020|2020-08-31,3,3822,7.849293563579278e-4,2020-08-31,2020-08-31,249,1
IND/KA-NIMH-SEQ-177/2021|2021-01-26,8,3801,0.002104709287029729,2021-01-26,2021-01-26,397,0.9945054945054945
IND/KA-NIMH-SEQ-116/2021|2021-01-12,2,3821,5.234231876472127e-4,2021-01-12,2021-01-12,383,0.999738356881214
VNM/OUCRU-NHTD255/2021|2021-11-09,8,3816,0.0020964360587002098,2021-11-09,2021-11-09,684,0.9984301412872841
CHN/S175-1786-320379/2021|2021-08-01,8,3795,0.002108036890645586,2021-08-01,2021-08-01,584,0.9929356357927787
MYS/C476/2021|2021-01-14,4,3822,0.0010465724751439038,2021-01-14,2021-01-14,385,1
IND/CD210929/2021|2021-03-06,10,3822,0.0026164311878597592,2021-03-06,2021-03-06,436,1
LR884164|2020-05-21,1,3822,2.6164311878597594e-4,2020-05-21,2020-05-21,147,1
SWE/01/2020|2020-02-07,1,3822,2.6164311878597594e-4,2020-02-07,2020-02-07,43,1
COL/79256_Antioquia/2020|2020-03-11,0,3822,0,2020-03-11,2020-03-11,76,1
GRC/52_37266/2020|2020-04-01,0,3822,0,2020-04-01,2020-04-01,97,1
IND/GBRC69/2020|2020-05-04,4,3822,0.0010465724751439038,2020-05-04,2020-05-04,130,1
IND/GBRC105/2020|2020-05-06,3,3822,7.849293563579278e-4,2020-05-06,2020-05-06,132,1
IND/GBRC80/2020|2020-04-28,1,3822,2.6164311878597594e-4,2020-04-28,2020-04-28,124,1
BGD/BCSIR_NILMRC_002/2020|2020-05-23,1,3822,2.6164311878597594e-4,2020-05-23,2020-05-23,149,1
IND/GBRC176/2020|2020-06-05,1,3822,2.6164311878597594e-4,2020-06-05,2020-06-05,162,1
IND/GBRC205a/2020|2020-06-11,3,3822,7.849293563579278e-4,2020-06-11,2020-06-11,168,1
AUS/VIC2019/2020|2020-05-15,1,3812,2.6232948583420777e-4,2020-05-15,2020-05-15,141,0.9973835688121402
SAU/553/2020|2020-02-13,1,3822,2.6164311878597594e-4,2020-02-13,2020-02-13,49,1
ZMB/29/2020|2020-03-16,1,3822,2.6164311878597594e-4,2020-03-16,2020-03-16,81,1
TUR/Kafkas-SARSCoV2-0042/2020|2020-07-15,2,3822,5.232862375719519e-4,2020-07-15,2020-07-15,202,1
IND/GBRC339/2020|2020-07-09,2,3822,5.232862375719519e-4,2020-07-09,2020-07-09,196,1
IND/GBRC-395a/2020|2020-07-06,1,3822,2.6164311878597594e-4,2020-07-06,2020-07-06,193,1
PER/CoV-19_HRL-239/2020|2020-04-10,3,3822,7.849293563579278e-4,2020-04-10,2020-04-10,106,1
POL/PL_MCB_21/2020|2020-03-29,1,3822,2.6164311878597594e-4,2020-03-29,2020-03-29,94,1
FRA/21082180582/2021|2021-08-10,6,3794,0.0015814443858724301,2021-08-10,2021-08-10,593,0.9926739926739927
Lebanon/QIB-3/2020|2020-12-30,7,3813,0.0018358248098610018,2020-12-30,2020-12-30,370,0.9976452119309263
BRA/SP-NVBS7188GENOV828097786450/2021|2021-09-09,7,3816,0.0018343815513626835,2021-09-09,2021-09-09,623,0.9984301412872841
CHN/RS4_pool/2021|2021-01-16,5,3821,0.0013085579691180318,2021-01-16,2021-01-16,387,0.999738356881214
IND/GBRC645b/2021|2021-03-29,8,3816,0.0020964360587002098,2021-03-29,2021-03-29,459,0.9984301412872841
CHL/AR-UFRO-0010/2021|2021-08-07,12,3822,0.0031397174254317113,2021-08-07,2021-08-07,590,1
IDN/10761001037/2021|2021-02-11,4,3822,0.0010465724751439038,2021-02-11,2021-02-11,413,1
LR992078|2020-08-25,1,3822,2.6164311878597594e-4,2020-08-25,2020-08-25,243,1
PAK/JRCGR-KHI11/2020|2020-06-14,2,3822,5.232862375719519e-4,2020-06-14,2020-06-14,171,1
TUN/TUN_ADAGE_17-18245/2020|2020-10-16,4,3822,0.0010465724751439038,2020-10-16,2020-10-16,295,1
USA/FL-CDC-QDX21872569/2021|2021-02-08,2,3822,5.232862375719519e-4,2021-02-08,2021-02-08,410,1
USA/FL-BPHL-1100/2021|2021-02-22,8,3813,0.002098085496984002,2021-02-22,2021-02-22,424,0.9976452119309263
CAN/HCW13/2020|2020-06-02,1,3822,2.6164311878597594e-4,2020-06-02,2020-06-02,159,1
UZB/UZB-402/2021|2021-06-25,8,3748,0.0021344717182497333,2021-06-25,2021-06-25,547,0.9806384092098378
CHN/SH-P189-4-Africa-Ethiopia/2020|2020-08-05,7,3822,0.0018315018315018315,2020-08-05,2020-08-05,223,1
IDN/10761001016/2021|2021-01-05,2,3423,5.842827928717499e-4,2021-01-05,2021-01-05,376,0.8956043956043956
IDN/10761001012/2020|2020-12-30,2,3393,5.894488653109342e-4,2020-12-30,2020-12-30,370,0.8877551020408163
IDN/10761001085/2021|2021-05-06,4,3349,0.0011943863839952225,2021-05-06,2021-05-06,497,0.8762428048142333
SOM/NAMRU3_Mog_10/2021|2021-04-04,7,3813,0.0018358248098610018,2021-04-04,2021-04-04,465,0.9976452119309263
SouthAfrica/NHLS-UCT-GS-0719/2020|2020-10-14,3,3788,7.919746568109821e-4,2020-10-14,2020-10-14,293,0.9911041339612768
Belgium/UW21111376473/2021|2021-11-13,7,3816,0.0018343815513626835,2021-11-13,2021-11-13,688,0.9984301412872841
Wuhan/WIV04/2019|2019-12-30,0,3822,0,2019-12-30,2019-12-30,4,1
IRN/HGRC-2-2162/2020|2020-03-26,2,3822,5.232862375719519e-4,2020-03-26,2020-03-26,91,1
USA/CA-CZB-1478/2020|2020-05-01,2,3822,5.232862375719519e-4,2020-05-01,2020-05-01,127,1
BGD/BCSIR_NILMRC_292/2020|2020-07-17,1,3822,2.6164311878597594e-4,2020-07-17,2020-07-17,204,1
GHA/2986_S10/2020|2020-03-31,1,3822,2.6164311878597594e-4,2020-03-31,2020-03-31,96,1
PHL/COVID-4650/2020|2020-07-10,1,3822,2.6164311878597594e-4,2020-07-10,2020-07-10,197,1
IND/nimh-5102/2020|2020-04-25,1,3821,2.6171159382360636e-4,2020-04-25,2020-04-25,121,0.999738356881214
AUS/VIC11872/2020|2020-08-04,3,3822,7.849293563579278e-4,2020-08-04,2020-08-04,222,1
IND/GBRC432/2020|2020-09-03,2,3822,5.232862375719519e-4,2020-09-03,2020-09-03,252,1
Homosampiens/CHN/4389/2020|2020-03-12,0,3822,0,2020-03-12,2020-03-12,77,1
Japan/Donner44/2020|2020-06-13,2,3822,5.232862375719519e-4,2020-06-13,2020-06-13,170,1
UGA/MUWRP-MUL200468/2020|2020-12-08,7,3822,0.0018315018315018315,2020-12-08,2020-12-08,348,1
IND/RGCB-LMMD-23/2021|2021-03-17,7,3822,0.0018315018315018315,2021-03-17,2021-03-17,447,1
IND/P50/2020|2020-08-22,7,3822,0.0018315018315018315,2020-08-22,2020-08-22,240,1
BRA/SP-NVBS8003GENOV828203236589/2021|2021-10-01,8,3816,0.0020964360587002098,2021-10-01,2021-10-01,645,0.9984301412872841
NGA/CV327/2020|2020-04-24,2,3799,5.264543300868649e-4,2020-04-24,2020-04-24,120,0.9939822082679226
OZ192751|2021-03-09,6,3622,0.0016565433462175593,2021-03-09,2021-03-09,439,0.9476713762428048
BGD/BCSIR-SUST-30/2021|2021-01-31,7,3813,0.0018358248098610018,2021-01-31,2021-01-31,402,0.9976452119309263
EGY/EGY-Wave4-019/2021|2021-09-04,7,3816,0.0018343815513626835,2021-09-04,2021-09-04,618,0.9984301412872841
Mexico/BCN-SEARCH-102967/2020|2020-05-21,2,3822,5.232862375719519e-4,2020-05-21,2020-05-21,147,1
TWN/CGMH-CGU-86/2021|2021-07-27,8,3816,0.0020964360587002098,2021-07-27,2021-07-27,579,0.9984301412872841
IND/KA-NIMH-SEQ-129/2021|2021-01-18,3,3822,7.849293563579278e-4,2021-01-18,2021-01-18,389,1
MEX/YUC-NYGC-1206-SM/2021|2021-04-28,9,3813,0.0023603461841070024,2021-04-28,2021-04-28,489,0.9976452119309263
IRQ/Samawa-18/2021|2021-01-23,3,3822,7.849293563579278e-4,2021-01-23,2021-01-23,394,1
THA/CONI-1385/2021|2021-12-07,9,3816,0.0023584905660377358,2021-12-07,2021-12-07,712,0.9984301412872841
BRA/072/2020|2020-09-14,2,3822,5.232862375719519e-4,2020-09-14,2020-09-14,263,1
CHN/Qingdao_20417/2020|2020-10-11,3,3822,7.849293563579278e-4,2020-10-11,2020-10-11,290,1
NGA/CV368/2020|2020-04-25,1,3822,2.6164311878597594e-4,2020-04-25,2020-04-25,121,1
USA/UT-UPHL-2105223002/2021|2021-05-02,8,3813,0.002098085496984002,2021-05-02,2021-05-02,493,0.9976452119309263
CHN/S166-1693-310316/2021|2021-07-14,8,3816,0.0020964360587002098,2021-07-14,2021-07-14,566,0.9984301412872841
ETH/S7/2021|2021-01-23,2,3822,5.232862375719519e-4,2021-01-23,2021-01-23,394,1
IND/GBRC721/2021|2021-04-22,8,3816,0.0020964360587002098,2021-04-22,2021-04-22,483,0.9984301412872841
MMR/DSMRC011/2021|2021-05-28,12,3822,0.0031397174254317113,2021-05-28,2021-05-28,519,1
IND/29/2020|2020-01-27,1,3819,2.618486514794449e-4,2020-01-27,2020-01-27,32,0.9992150706436421
Wuhan/IPBCAMS-WH-03/2019|2019-12-30,0,3822,0,2019-12-30,2019-12-30,4,1
BRA/SP02/2020|2020-02-28,0,3822,0,2020-02-28,2020-02-28,64,1
KOR/BA-ACH_2719/2020|2020-02-29,0,3822,0,2020-02-29,2020-02-29,65,1
RUS/SCPM-O-cDNA-03/2020|2020-03-20,2,3822,5.232862375719519e-4,2020-03-20,2020-03-20,85,1
BGD/BCSIR_NILMRC_101/2020|2020-06-07,1,3822,2.6164311878597594e-4,2020-06-07,2020-06-07,164,1
IRN/Iran/2020|2020-03-26,2,3715,5.383580080753701e-4,2020-03-26,2020-03-26,91,0.9720041862899006
MAR/RMPS06/2020|2020-04-01,1,3822,2.6164311878597594e-4,2020-04-01,2020-04-01,97,1
PHL/COVID-3353/2020|2020-06-26,1,3822,2.6164311878597594e-4,2020-06-26,2020-06-26,183,1
EGY/EGY-S039/2020|2020-08-17,1,3822,2.6164311878597594e-4,2020-08-17,2020-08-17,235,1
IND/GBRC348a/2020|2020-06-18,5,3822,0.0013082155939298796,2020-06-18,2020-06-18,175,1
IND/GBRC-369/2020|2020-06-18,1,3822,2.6164311878597594e-4,2020-06-18,2020-06-18,175,1
THA/CONI-0917/2021|2021-07-14,9,3334,0.0026994601079784043,2021-07-14,2021-07-14,566,0.8723181580324437
IND/INSACOG-GBRC1526/2021|2021-08-17,9,3816,0.0023584905660377358,2021-08-17,2021-08-17,600,0.9984301412872841
KEN/SS10127/2021|2021-04-22,7,3607,0.0019406709176601053,2021-04-22,2021-04-22,483,0.9437467294610151
PRY/WOR12903A620_202103300_2-4710531/2020|2020-08-19,2,3822,5.232862375719519e-4,2020-08-19,2020-08-19,237,1
Wuhan/WH01/2019|2019-12-26,0,3822,0,2019-12-26,2019-12-26,0,1
CHN/105/2020|2020-01-26,0,3822,0,2020-01-26,2020-01-26,31,1
CHN/Beijing_IME-BJ03/2020|2020-01-28,0,3822,0,2020-01-28,2020-01-28,33,1
IND/GMC-RR1191/2020|2020-03-25,1,3822,2.6164311878597594e-4,2020-03-25,2020-03-25,90,1
GRC/149_32357/2020|2020-03-11,0,3822,0,2020-03-11,2020-03-11,76,1
BGD/DNAS_BSH_isl_1_BGD/2020|2020-04-29,2,3822,5.232862375719519e-4,2020-04-29,2020-04-29,125,1
BGD/BCSIR_NILMRC_81/2020|2020-06-01,2,3822,5.232862375719519e-4,2020-06-01,2020-06-01,158,1
TUR/KOC-IST-B303/2020|2020-03-27,2,3822,5.232862375719519e-4,2020-03-27,2020-03-27,92,1
USA/WA-S1434/2020|2020-05-21,1,3822,2.6164311878597594e-4,2020-05-21,2020-05-21,147,1
USA/WA-S2191/2020|2020-06-08,1,3822,2.6164311878597594e-4,2020-06-08,2020-06-08,165,1
VEN/8LR/2020|2020-03-18,2,3822,5.232862375719519e-4,2020-03-18,2020-03-18,83,1
IND/GBRC330/2020|2020-06-25,2,3822,5.232862375719519e-4,2020-06-25,2020-06-25,182,1
USA/FL-BPHL-1044/2020|2020-07-31,2,3822,5.232862375719519e-4,2020-07-31,2020-07-31,218,1
IND/nimh-11076/2020|2020-05-04,1,3822,2.6164311878597594e-4,2020-05-04,2020-05-04,130,1
SRB/PA00791-01-04/2020|2020-03-31,1,3822,2.6164311878597594e-4,2020-03-31,2020-03-31,96,1
KHM/Kunming_kms-2/2020|2020-03-21,1,3822,2.6164311878597594e-4,2020-03-21,2020-03-21,86,1
MW342708|2020-04-30,1,3822,2.6164311878597594e-4,2020-04-30,2020-04-30,126,1
BGD/NGRI-R3-14/2020|2020-10-23,3,3822,7.849293563579278e-4,2020-10-23,2020-10-23,302,1
PAK/JRCGR_SCV-97_QTA-01/2021|2021-02-01,3,3822,7.849293563579278e-4,2021-02-01,2021-02-01,403,1
MEX/YUC-NYGC-12003/2020|2020-12-06,3,3822,7.849293563579278e-4,2020-12-06,2020-12-06,346,1
IDN/10761001048/2021|2021-03-02,4,3590,0.0011142061281337048,2021-03-02,2021-03-02,432,0.9392987964416536
VNM/OUCRU-NHTD442/2021|2021-06-17,9,3816,0.0023584905660377358,2021-06-17,2021-06-17,539,0.9984301412872841
NGA/CV2709/2021|2021-05-27,10,3819,0.002618486514794449,2021-05-27,2021-05-27,518,0.9992150706436421
PHL/COVID-62779/2021|2021-04-29,9,3631,0.0024786560176259984,2021-04-29,2021-04-29,490,0.9500261643118786
PHL/COVID-75510/2021|2021-07-05,9,3768,0.0023885350318471337,2021-07-05,2021-07-05,557,0.9858712715855573
OV039238|2020-03-24,2,3435,5.822416302765648e-4,2020-03-24,2020-03-24,89,0.8987441130298273
BGD/B_210630_35.fasta/2021|2021-06-30,6,3814,0.0015731515469323545,2021-06-30,2021-06-30,552,0.9979068550497122
IND/GBRC492b/2020|2020-11-27,5,3822,0.0013082155939298796,2020-11-27,2020-11-27,337,1
IND/GBRC589b/2021|2021-02-03,4,3822,0.0010465724751439038,2021-02-03,2021-02-03,405,1
IRQ/Erbil4/2021|2021-03-09,8,3819,0.002094789211835559,2021-03-09,2021-03-09,439,0.9992150706436421
BRA/hCoV-19-Brazil-RS-rBB-COV-245/2020|2020-08-11,2,3822,5.232862375719519e-4,2020-08-11,2020-08-11,229,1
FRA/IHUCOVID-012431_Nova1/2020|2020-09-07,3,3822,7.849293563579278e-4,2020-09-07,2020-09-07,256,1
IND/INSACOG-GBRC1383/2021|2021-03-18,10,3650,0.0027397260273972603,2021-03-18,2021-03-18,448,0.9549973835688121
WestBank/AAS47/2021|2021-02-05,10,3822,0.0026164311878597592,2021-02-05,2021-02-05,407,1
NGA/CV602/2020|2020-12-16,4,3822,0.0010465724751439038,2020-12-16,2020-12-16,356,1
OM267722|2021-07-13,7,3816,0.0018343815513626835,2021-07-13,2021-07-13,565,0.9984301412872841
MEX/GUA-99/2020|2020-06-04,1,3671,2.7240533914464724e-4,2020-06-04,2020-06-04,161,0.9604918890633176
PHL/COVID-74969/2021|2021-07-03,11,3630,0.0030303030303030303,2021-07-03,2021-07-03,555,0.9497645211930926
UGA/MAKCHScov3/2020|2020-11-01,4,3711,0.0010778765831312314,2020-11-01,2020-11-01,311,0.9709576138147566
Iraq/KR-SEARCH-119812/2021|2021-08-08,9,3698,0.0024337479718766902,2021-08-08,2021-08-08,591,0.967556253270539
NGA/CV1138/2021|2021-04-04,8,3814,0.002097535395909806,2021-04-04,2021-04-04,465,0.9979068550497122
IND/IITRnCoV11/2020|2020-05-28,1,3602,2.77623542476402e-4,2020-05-28,2020-05-28,154,0.9424385138670853
IND/KA-NIMH-SEQ-127/2021|2021-01-17,7,3813,0.0018358248098610018,2021-01-17,2021-01-17,388,0.9976452119309263
FRA/IHUCOVID-034814_Nova1/2020|2020-08-20,2,3822,5.232862375719519e-4,2020-08-20,2020-08-20,238,1
MLI/MAL0113/2021|2021-03-31,7,3671,0.0019068373740125306,2021-03-31,2021-03-31,461,0.9604918890633176
IND/NIB149490/2021|2021-04-23,7,3821,0.0018319811567652448,2021-04-23,2021-04-23,484,0.999738356881214
NGA/CV529/2020|2020-09-05,3,3822,7.849293563579278e-4,2020-09-05,2020-09-05,254,1
NGA/CV830/2021|2021-01-25,7,3813,0.0018358248098610018,2021-01-25,2021-01-25,396,0.9976452119309263
IND/INSACOG-GBRC1485/2021|2021-07-20,11,3816,0.002882599580712788,2021-07-20,2021-07-20,572,0.9984301412872841
CHN/SH-P196-C-4-Europe-UK/2020|2020-08-24,1,3822,2.6164311878597594e-4,2020-08-24,2020-08-24,242,1
COL/RSEC-00001A/2020|2020-10-04,1,3820,2.617801047120419e-4,2020-10-04,2020-10-04,283,0.9994767137624281
BEN/623832/2021|2021-10-25,5,3540,0.0014124293785310734,2021-10-25,2021-10-25,669,0.9262166405023547
OM065372|2020-02-06,0,3822,0,2020-02-06,2020-02-06,42,1
IND/INSACOG-GBRC1379/2021|2021-03-17,8,3759,0.002128225591912743,2021-03-17,2021-03-17,447,0.9835164835164835
BRA/RJ-NVBS6616GENOV700939574671/2021|2021-09-08,6,3816,0.0015723270440251573,2021-09-08,2021-09-08,622,0.9984301412872841
HUN/VEVE1/2021|2021-02-22,8,3813,0.002098085496984002,2021-02-22,2021-02-22,424,0.9976452119309263
GTM/UGA-21025928/2021|2021-06-29,5,3813,0.0013113034356150013,2021-06-29,2021-06-29,551,0.9976452119309263
IND/Barcode25MN908947.3/2021|2021-09-10,9,3822,0.002354788069073783,2021-09-10,2021-09-10,624,1
IDN/10761001006/2020|2020-12-16,2,3821,5.234231876472127e-4,2020-12-16,2020-12-16,356,0.999738356881214
humans/USA/WA-PHL-028884/2020|2020-10-12,2,3822,5.232862375719519e-4,2020-10-12,2020-10-12,291,1
BGD/NGRI-R4-OR19/2020|2020-10-28,3,3822,7.849293563579278e-4,2020-10-28,2020-10-28,307,1
JPN/HiroHC139c/2020|2020-08-01,2,3822,5.232862375719519e-4,2020-08-01,2020-08-01,219,1
USA/MEX-QUE-UW-21020778761/2021|2021-02-07,3,3822,7.849293563579278e-4,2021-02-07,2021-02-07,409,1
IND/KA-NIMH-SEQ-63/2021|2021-01-02,5,3822,0.0013082155939298796,2021-01-02,2021-01-02,373,1
IND/KA-NIMH-SEQ-153/2021|2021-01-18,3,3822,7.849293563579278e-4,2021-01-18,2021-01-18,389,1
UGA/MUWRP-GUL210381/2021|2021-09-24,11,3807,0.0028894142369319674,2021-09-24,2021-09-24,638,0.9960753532182104
OU632832|2020-12-07,2,3822,5.232862375719519e-4,2020-12-07,2020-12-07,347,1
NGA/CV304/2020|2020-10-05,4,3822,0.0010465724751439038,2020-10-05,2020-10-05,284,1
NGA/CV2032/2021|2021-03-03,7,3565,0.0019635343618513326,2021-03-03,2021-03-03,433,0.9327577184720042
USA/MN-CDC-IBX725185926321/2021|2021-11-22,9,3816,0.0023584905660377358,2021-11-22,2021-11-22,697,0.9984301412872841
IND/KA-NIMH-SEQ-58/2020|2020-12-29,7,3813,0.0018358248098610018,2020-12-29,2020-12-29,369,0.9976452119309263
USA/NY-PRL-210413_00D11/2021|2021-04-11,7,3822,0.0018315018315018315,2021-04-11,2021-04-11,472,1
CHN/Qingdao_20426/2020|2020-10-11,3,3822,7.849293563579278e-4,2020-10-11,2020-10-11,290,1
CHN/GDIPH-GDPCC-04/2021|2021-01-26,8,3819,0.002094789211835559,2021-01-26,2021-01-26,397,0.9992150706436421
Iraq/KR-SEARCH-119941/2021|2021-09-27,9,3791,0.002374043787918755,2021-09-27,2021-09-27,641,0.9918890633176347
PAK/AKUs56/2020|2020-10-09,3,3822,7.849293563579278e-4,2020-10-09,2020-10-09,288,1
EGY/CUNCI-HGC11I013/2021|2021-01-03,5,3821,0.0013085579691180318,2021-01-03,2021-01-03,374,0.999738356881214
SRB/LI00536-09-11/2020|2020-11-09,3,3822,7.849293563579278e-4,2020-11-09,2020-11-09,319,1
IND/GBRC441/2020|2020-11-24,3,3822,7.849293563579278e-4,2020-11-24,2020-11-24,334,1
GHA/nmimr-SARS-CoV-2-NTRA-9793/2020|2020-11-13,2,3822,5.232862375719519e-4,2020-11-13,2020-11-13,323,1
KEN/C26/2020|2020-03-21,1,3555,2.8129395218002813e-4,2020-03-21,2020-03-21,86,0.9301412872841445
IND/ILS14/2020|2020-05-20,5,3822,0.0013082155939298796,2020-05-20,2020-05-20,146,1
Pakistan/UHS2-Pak-54/2021|2021-05-26,7,3813,0.0018358248098610018,2021-05-26,2021-05-26,517,0.9976452119309263
BRA/141/2020|2020-03-30,2,3822,5.232862375719519e-4,2020-03-30,2020-03-30,95,1
CHN/5646/2021|2021-05-26,8,3816,0.0020964360587002098,2021-05-26,2021-05-26,517,0.9984301412872841
PAK/JRCGR_SCV-89_LHR-06/2021|2021-03-10,8,3813,0.002098085496984002,2021-03-10,2021-03-10,440,0.9976452119309263
VEN/Bol4715/2021|2021-01-01,13,3822,0.003401360544217687,2021-01-01,2021-01-01,372,1
RUS/RUSPrimorye_8112/2021|2021-09-15,7,3816,0.0018343815513626835,2021-09-15,2021-09-15,629,0.9984301412872841
CHN/Qingdao_QD1/2020|2020-09-28,3,3822,7.849293563579278e-4,2020-09-28,2020-09-28,277,1
IDN/RSDS-RCVTD-UNAIR-11-B/2020|2020-05-19,1,3602,2.77623542476402e-4,2020-05-19,2020-05-19,145,0.9424385138670853
EGY/EGY_CCHE57357_A_06/2020|2020-05-30,3,3822,7.849293563579278e-4,2020-05-30,2020-05-30,156,1
EGY/CUNCI-HGC12I021/2021|2021-01-09,4,3822,0.0010465724751439038,2021-01-09,2021-01-09,380,1
USA/FL-CDC-STM-000005950/2021|2021-01-28,8,3717,0.0021522733387140166,2021-01-28,2021-01-28,399,0.9725274725274725
IND/CMP_35_FMR/2020|2020-09-09,3,3822,7.849293563579278e-4,2020-09-09,2020-09-09,258,1
PHL/PH-PGC-00317/2020|2020-12-29,7,3813,0.0018358248098610018,2020-12-29,2020-12-29,369,0.9976452119309263
USA/CA-CZB-22521/2020|2020-12-10,2,3809,5.250721974271463e-4,2020-12-10,2020-12-10,350,0.9965986394557823
IND/Wuhan/2021|2021-08-29,6,3822,0.0015698587127158557,2021-08-29,2021-08-29,612,1
KOR/KD-Cov-N2/2020|2020-07-16,3,3822,7.849293563579278e-4,2020-07-16,2020-07-16,203,1
IND/ICMR-NIRTH-S3/2020|2020-03-20,2,3352,5.966587112171838e-4,2020-03-20,2020-03-20,85,0.8770277341705913
IDN/10761001060/2021|2021-03-23,4,3627,0.0011028398125172319,2021-03-23,2021-03-23,453,0.9489795918367347
FIN/FIN45-VE6-THL-202121391/2021|2021-06-19,9,3822,0.002354788069073783,2021-06-19,2021-06-19,541,1
UGA/MUWRP-GUL210379/2021|2021-09-23,10,3816,0.002620545073375262,2021-09-23,2021-09-23,637,0.9984301412872841
IND/ICMR-NIRTH-S23/2020|2020-07-27,1,3822,2.6164311878597594e-4,2020-07-27,2020-07-27,214,1
BRA/ViroUNIFESP-V430-A/2021|2021-02-08,3,3817,7.859575582918522e-4,2021-02-08,2021-02-08,410,0.9986917844060701
Colombia/CO-DC-UW21020867501/2021|2021-02-08,2,3822,5.232862375719519e-4,2021-02-08,2021-02-08,410,1
Chile/CL-RM-UW21022265507/2021|2021-02-22,2,3822,5.232862375719519e-4,2021-02-22,2021-02-22,424,1
CHN/6186/2021|2021-06-02,7,3739,0.0018721583311045735,2021-06-02,2021-06-02,524,0.978283621140764
SAU/KAIMRC-S559/2021|2021-02-10,6,3819,0.0015710919088766694,2021-02-10,2021-02-10,412,0.9992150706436421
BRA/45949/2020|2020-11-15,3,3821,7.851347814708192e-4,2020-11-15,2020-11-15,325,0.999738356881214
BGD/ideSHi-S-24/2021|2021-03-23,9,3816,0.0023584905660377358,2021-03-23,2021-03-23,453,0.9984301412872841
Japan/SZ-NIG-21612/2021|2021-05-02,8,3813,0.002098085496984002,2021-05-02,2021-05-02,493,0.9976452119309263
IND/515MN908947.3/2021|2021-09-25,9,3822,0.002354788069073783,2021-09-25,2021-09-25,639,1
UZB/hCoV-19-Uzb-CGB-04/2020|2020-10-14,1,3822,2.6164311878597594e-4,2020-10-14,2020-10-14,293,1
